prediction,probability
1,0.8962283274307876
0,0.10319833369139782
1,0.7209103489235306
0,0.3094441159816186
1,0.8029310593254446
0,0.04389618972407823
0,0.02297002114664564
1,0.7558213782183972
1,0.5611169017712507
1,0.9741395764193713
0,0.06297359000991595
0,0.3277812331698239
0,0.24955011144774197
0,0.18893556401676953
0,0.16321343899531263
1,0.5326462632021418
1,0.944692206735323
0,0.2983927149376089
1,0.6547492780119012
1,0.67176694499176
0,0.3291592806890357
0,0.22764302310302226
1,0.7443394780052811
1,0.7679070908327189
0,0.2263310146487189
0,0.4712382697102975
0,0.24780517201892563
1,0.8606012964606529
1,0.6679250929246642
0,0.24575070019069695
0,0.333940554590908
1,0.6929844339881431
0,0.1523645146719971
0,0.05160231753071684
0,0.17600975076416145
1,0.7767831923589523
0,0.44008167290731676
1,0.8341951805106724
0,0.1738618753779502
1,0.6287202072199984
0,0.16712713423815953
1,0.9864646861584909
0,0.2530685976288576
0,0.0191671800918619
1,0.5728064186763373
0,0.3288646191267511
0,0.010590153237258738
1,0.9329941611962003
0,0.18096843083564906
0,0.03487452047676091
0,0.12864557230159662
0,0.12996575540017463
0,0.19725268263084372
0,0.36382263567559037
0,0.23237263090843943
0,0.26719083607935645
1,0.6194555643768006
0,0.1166624384539961
0,0.2895790280982193
1,0.5521279457415267
0,0.04730925112573874
1,0.5372104900114059
1,0.9999166782472049
0,0.1552677469051632
0,0.14674366326651922
0,0.4513049429758608
1,0.8848424540422305
1,0.6362165115015603
1,0.6323403922270573
1,0.8703591394901633
0,0.4094854784224144
1,0.7588129457525479
1,0.5216958380866605
0,0.2771998719399039
0,0.2196311518737191
0,0.008970018113285495
1,0.8016892083800549
0,0.022023813800849737
1,0.5892013940987836
1,0.8169778071094528
0,0.23064607065721882
0,0.042439236625270826
0,0.45250348635407656
0,0.23136746409112488
0,0.34716415600951156
0,0.29008061722343476
0,0.004398588360140521
0,0.18764748872382475
1,0.6924265524906001
1,0.5524159746556186
1,0.6478644109186728
1,0.6242571298113918
0,0.29311870025515524
0,0.0767160369682855
1,0.9094953156911392
0,0.33466731663790433
0,0.26900946086205907
0,0.18170425905590773
0,0.18285086367917155
0,0.31369552343414353
1,0.5051747014585743
0,0.08492644501323683
0,0.07881980154745663
0,0.35314258497479517
1,0.6682342451307001
0,0.22941344891936405
0,0.4852259209845863
0,0.19836045555145304
0,0.020326505255758635
0,0.08071353637819713
0,0.13531890306636943
1,0.5018671965410131
0,0.24782796778174693
0,0.2951452262486911
0,0.040401339790311804
0,0.0737922132877005
0,0.026570353652101242
1,0.5721392061558073
0,0.24535284137350974
0,0.17108913267454276
1,0.8148902566128888
0,0.04202889648194493
0,0.30513294468780605
0,0.005391785211817362
0,0.4115834346825167
0,0.08070641553011222
0,0.029313362164377948
0,0.12067858468346211
1,0.5630967305293707
1,0.9435221465261283
0,0.25242171395434165
0,0.4055688462491385
0,0.16790784579982887
1,0.992985236713784
0,0.33181638116380274
1,0.8735623950420487
1,0.696079323743504
0,0.4073612060509453
1,0.9174463921758773
0,0.10569529004371905
1,0.8449013296007649
0,0.07284786485738333
1,0.8517822886865549
1,0.6632629001261868
0,0.048146879533459655
1,0.7942375918066488
0,0.32275308527336555
0,0.21778197668417956
0,0.45127524707042305
0,0.055539797059799445
0,0.011123961512500865
1,0.7591978045412441
0,0.4038877543954385
1,0.7958859707121367
0,0.39695444904943944
0,0.08437715612064838
1,0.727421667371958
1,0.8415169477070982
0,0.14532987332974148
0,0.1486653134910997
1,0.5791309089220396
1,0.7991619498566278
0,0.2355908728140538
1,0.9331900860973071
0,0.031616558476907954
1,0.7876253139948323
0,0.4734847149240591
1,0.6589877410084715
0,0.12549896829072588
0,0.3445456051076508
1,0.6573792271929602
1,0.5186025514618862
0,0.029600948731824752
0,0.29388162931752054
0,0.3617748179852594
0,0.09695760209975766
1,0.8840251076061796
1,0.9625134494569003
0,0.1089301869488064
1,0.7643081804302139
0,0.0068832742846301215
0,0.1351396161365723
0,0.38449371360040335
1,0.5979399917697016
0,0.2122650694455721
0,0.02847456532153096
0,0.06479653955735033
0,0.16319850958877047
0,0.3894011733573243
0,0.11036190543421577
1,0.9594486617180181
0,0.2371193841889875
0,0.2150996747826545
1,0.8689411313598557
0,0.19033773383165714
0,0.0265405126034795
0,0.017217211549583503
0,0.17901257123951372
1,0.9834830866711806
0,0.020731099457781624
1,0.7036304176374745
1,0.6329014613242393
1,0.5906446399858826
0,0.019773643477454677
0,0.08635301707474438
0,0.32391093514040414
0,0.03002335322108881
0,0.18993950704121645
0,0.18179562151728335
0,0.11047820962830271
0,0.3083793765742679
1,0.9995272779011646
0,0.05971233886880839
0,0.45253847403564684
0,0.36879551016578854
0,0.09256521933183054
0,0.13183141094051595
0,0.006600921815284302
1,0.5265125918717664
0,0.03562945767075644
0,0.1631615475968416
1,0.9442560614498273
1,0.8538527696963478
0,0.07201579771816753
0,0.008886768109264328
1,0.8384286282778903
0,0.2012135746896508
0,0.1643040916720873
1,0.6900658998130077
1,0.9022251346561106
0,0.33189252556391474
0,0.09797201135287924
0,0.40576025929142284
1,0.9541050053306663
0,0.4358977554674873
0,0.11105803085069105
0,0.08279140814326216
1,0.9293131325204372
0,0.1314683355153574
0,0.2974774569134323
1,0.9188504582228418
0,0.32755788126792745
0,0.12932933254936105
0,0.0548801390329286
0,0.4250195298309972
0,0.043493981410393866
0,0.28598331021299506
0,0.003753486453747451
0,0.0011131071238850957
1,0.8840164375124431
0,0.0013219093943832546
0,0.14216004506554653
0,0.07957251681700499
0,0.2348543097173985
0,0.00937062170094168
0,0.012418399537464894
0,0.027124178052380533
0,0.019632819924443795
1,0.5056646631404615
0,0.029963159150138932
1,0.6700075509329542
1,0.500865994747182
1,0.6120548589646596
1,0.6616207523215546
0,0.41824646622534123
0,0.31854928085439616
1,0.925796312137843
1,0.6380334161296604
0,0.3066557424774379
0,0.05925265074009828
0,0.04269051662735098
0,0.3990400080362571
0,0.143014100195171
1,0.5258770367419089
0,0.027217896839535224
0,0.3053501626416559
0,0.27553017626858617
0,0.43895624552017437
0,0.30216820560566704
0,0.10603009043862806
1,0.9271525270800838
1,0.9765989814029347
1,0.6631223226743261
1,0.9552148419417797
0,0.08552885435292289
0,0.011485344821902378
0,0.059015862356637555
0,0.3937429170436206
1,0.9481406768019872
0,0.2548371565890659
1,0.9683219928839851
1,0.5833657123578891
1,0.5840599976041421
1,0.6498507014869508
1,0.7805996464301521
1,0.5357871776241199
0,0.2589292963075692
0,0.02981781068345597
1,0.6675206211460344
0,0.41619764016738514
0,0.16201310666696037
0,0.009685389826136079
0,0.05035429577139776
1,0.9510846742404835
1,0.8337870786042746
1,0.8987763451493785
0,0.16222583501854804
0,0.24837383131646895
1,0.6158272492089353
0,0.23978850033130322
0,0.4158087574541709
0,0.0176451041053442
0,0.42745851543974556
0,0.006721032277866673
1,0.9833754790511843
0,0.04418598597432841
0,0.19057473456755217
0,0.21056409404828588
0,0.15129441511946484
0,0.21479584205290234
0,0.018787825702205014
1,0.6297822135483497
1,0.7768984434691019
0,0.3795918658458434
0,0.14711314965366026
0,0.2529686490426156
0,0.4392061054990576
1,0.8338407701171769
1,0.5472513132508723
1,0.8324018441480395
0,0.3939315012584511
1,0.6961940916932927
0,0.009302743224925867
1,0.7759990443473109
0,0.13517038839107715
0,0.048627549317897194
0,0.011763496701431345
0,0.12882508920850744
1,0.7323481939231986
0,0.04663586216308819
1,0.8868498342768475
1,0.8423301119869937
1,0.7988325665472934
0,0.20590013467678592
0,0.38251354243280483
1,0.8094085312696573
0,0.1564850877768218
1,0.988639679902849
0,0.026037084033507005
0,0.022512714312948
0,0.43589126333714584
1,0.9006060218389076
0,0.1116141928804586
1,0.8706779550518245
0,0.4798656123771361
1,0.9200038689165889
0,0.03406301597369952
0,0.03857747996601695
1,0.6386351719416364
0,0.19767386985114344
0,0.15340984387153267
0,0.04996813367818991
0,0.31372237740696274
0,0.3091026014099496
0,0.279964300990718
0,0.03653991260419911
1,0.9879362840963843
0,0.1542408540955041
0,0.15589970210727075
0,0.2155860834947416
0,0.007995574957249832
1,0.8517494312797417
0,0.4924805341002751
0,0.042595560720696334
0,0.06904458342480557
0,0.1802067190570407
0,0.01668742022092366
1,0.9112588363689219
0,0.18425795586339547
0,0.06970209769200614
0,0.2905109311721268
0,0.2914279970636273
0,0.4326816909413828
1,0.8342080583018138
0,0.3057663821141593
0,0.30480623646465466
0,0.40145397337389993
0,0.30984455498473956
0,0.009271866816403945
0,0.45437340605408016
1,0.6121380115442915
0,0.46302150369661454
0,0.4927214285352944
1,0.799270403457701
0,0.018988740579828346
1,0.826834088442073
0,0.01999035987510844
0,0.31357596854241043
0,0.06959536437443992
0,0.46556454242324485
0,0.021931766744485215
1,0.6225500310391701
0,0.3026311446101032
0,0.4453003144365502
1,0.620259575146392
0,0.23154458841297787
0,0.38677989923344697
0,0.09083547500844513
1,0.6986391449630573
1,0.9936801312058874
0,0.05549104117961495
0,0.35981329343986485
0,0.3041310752925618
0,0.12116645698822176
1,0.5758066978396253
0,0.44536321540914003
1,0.7874185654186656
1,0.6123460333738001
0,0.06503442521894809
1,0.6662509528760914
0,0.1967359393676633
0,0.2610640523244945
0,0.3939419854116961
0,0.4382810514688916
1,0.8116564412244444
1,0.5833524611884554
1,0.8297381358730649
0,0.428739339600841
0,0.04737873841094774
1,0.944280790111188
0,0.020172188410782277
1,0.9998052863676228
0,0.15535687085120473
1,0.507602418736327
1,0.7152935700428668
1,0.6336130622631125
0,0.4662594556010051
0,0.3809188922334835
0,0.13129309625069194
0,0.0531050798462086
0,0.17653198949192953
0,0.23610707135327588
0,0.19414542006188945
0,0.003102765245813223
0,0.03369420027377773
0,0.009425522023605295
0,0.39687135947659535
0,0.01165276246657597
0,0.11169725316945955
0,0.15739458752351124
0,0.07539405696960248
0,0.0021352965074110937
0,0.10871842849768948
0,0.13666271849459538
0,0.15631636836455315
0,0.07761392607820757
0,0.17274705277176924
0,0.3139019531173315
0,0.14987867814306677
0,0.23124717489390023
1,0.827476317006074
0,0.26518087188067224
1,0.7924344598819223
1,0.9953139629274624
1,0.5989127987915581
0,0.315429854421636
0,0.39760633293016284
0,0.010646094105864406
0,0.3271141087239198
0,0.11200427558017459
0,0.4445089228740474
0,0.0874369630751192
0,0.014360953854372967
1,0.5233784124222124
1,0.9474710138954601
0,0.483647658363962
0,0.1240364988920811
0,0.40026979737471413
0,0.31556915086901566
0,0.07197325022421004
0,0.42412716448595295
0,0.30161337874445265
1,0.9405007545376063
0,0.12130409490538417
1,0.6407218962130654
0,0.3812131238400835
0,0.005623006925111636
1,0.9398057937418813
1,0.996599175334193
0,0.13147190603293807
1,0.6277723840719226
0,0.0891429869097573
1,0.9867418488716572
0,0.1109014427791909
0,0.12525149027795582
0,0.0957253364058051
0,0.21285106938537177
1,0.9992753760612769
1,0.6912728111593262
1,0.7969900083235767
1,0.6805090360689104
1,0.9105448096130749
0,0.011844718365981728
0,0.06419682865196785
0,0.16058804483940672
0,0.058794735659710745
0,0.19881539393636932
1,0.7526532130954172
0,0.3776904538056004
0,0.1262444377766108
0,0.03592539643514057
1,0.6435959015760808
1,0.6832510666814176
0,0.010796297279888388
1,0.6958968327363623
0,0.19723053177438857
0,0.13468404604464754
0,0.09104319914810886
0,0.018209285166189818
0,0.07118737392216457
1,0.7602308481204354
0,0.251910393205461
0,0.14158206707103066
0,0.09749511939052148
1,0.9388015599335071
1,0.9588086642568856
0,0.1273175943284884
1,0.7317443323837093
0,0.23858786727869088
0,0.09464472660420277
0,0.01195329563555132
1,0.9995492809249016
0,0.175860236541439
0,0.07219926146045327
1,0.884200544597533
0,0.001636907616790208
0,0.1580745545106178
0,0.4252438332165523
0,0.11253833493228643
1,0.672669473462643
0,0.4667577031405688
0,0.055175505582975536
0,0.10603111143379691
0,0.13465442071295344
0,0.08572927316999711
1,0.9409189759281766
0,0.05853171471136563
1,0.7513794998146328
1,0.7013705839501081
0,0.26007168558172833
0,0.279249843741183
0,0.1550342172830424
0,0.4086331110329797
1,0.5507080784041933
0,0.40706945968608815
0,0.4605855821124644
1,0.965639750978899
1,0.9771736098260767
1,0.5760257206660204
1,0.7613451472817495
0,0.1954980883525604
0,0.21935098099744496
0,0.4396289598661502
1,0.5626334023553904
0,0.2315522367411965
0,0.08549096652011623
1,0.5698850552242465
1,0.7873034033853822
0,0.4943909750821855
1,0.6803899703587785
0,0.49939274814745865
1,0.6790140619707229
0,0.028210808222289954
0,0.11546876035842278
0,0.0005895104015097494
1,0.7336328828522283
1,0.8705557715324488
0,0.4515290874548943
1,0.5457295571448025
0,0.4434088852623726
0,0.04512828831537551
1,0.9547957369055621
1,0.6231231735866143
0,0.02553987914404052
0,0.15152820852372842
0,0.1009682115256525
0,0.04629138543490086
1,0.5217627453471988
0,0.314415446242154
0,0.16353587801154107
1,0.54800536113809
1,0.5953875863234483
1,0.9465869190692285
0,0.005687052963597921
1,0.8735137920694994
0,0.42044134292793284
0,0.26071533678084774
1,0.9737735478167364
0,0.05504716026946288
0,0.35882727797002223
1,0.7767911044957241
0,0.04483592198820119
1,0.8152374212733507
0,0.22457388534791767
1,0.8618318147909746
1,0.9718355536329205
0,0.0592641370262378
1,0.6389365507591594
0,0.21049416000937735
0,0.03542383025552944
0,0.037553531956731515
0,0.30150226932193624
0,0.01368759360365686
0,0.01736455966322687
0,0.3131734339921595
1,0.9882759106689835
0,0.1598480196748445
1,0.9325620021825892
1,0.8637726161798006
0,0.1684578446905797
1,0.99037520382425
0,0.47275996521137537
1,0.9449870432785106
1,0.5396026374551538
0,0.31643122553818126
0,0.030521377827788902
0,0.13936313138222065
0,0.1441670677572283
0,0.07771205989883027
0,0.21832959086290002
1,0.7518049784606302
1,0.5600719038960202
0,0.46425401642467723
0,0.16832101495550672
1,0.6891498008345635
0,0.13496971195693236
0,0.24330602965364023
0,0.2247829304379944
0,0.21517530573938587
0,0.4588990050300552
1,0.594727936323719
0,0.10906059784633555
0,0.0002667219447566574
0,0.03205024703471184
0,0.0030673552318513805
1,0.8259080710119708
0,0.17033396710362086
0,0.30449158054775044
0,0.10572736539427463
1,0.9407536172738346
1,0.7095114083973738
0,0.10615505504011033
1,0.9180058222917526
0,0.014951593663433096
1,0.6469436468551872
1,0.9703498141748194
0,0.3826487736945296
0,0.1924467544304
0,0.14431900725799965
1,0.8841620874798322
0,0.1725416064534591
0,0.017616754537857778
0,0.15511150582256708
1,0.7415916290448489
0,0.07436210653762707
0,0.10228924834539299
0,0.07770741852890659
0,0.34226521703298035
0,0.3177737708116946
0,0.04005428315790264
1,0.5983174019686726
0,0.05206184170724019
1,0.5455906717058508
1,0.5756551994426096
0,0.3683774060761602
1,0.960273999875072
0,0.4968457568288321
0,0.4575824178861236
0,0.14574160514178133
